0.000000	0.178677
1.445341	0.131524
2.890683	0.248940
4.336024	0.217801
5.781365	0.318897
7.226706	0.107945
8.672048	0.071481
10.117389	0.081176
11.562730	0.200284
13.008072	0.148448
14.453413	0.251051
15.898754	0.147616
17.344096	0.576473
18.789437	0.803005
20.234778	0.528017
21.680119	0.107279
23.125461	0.798484
24.570802	0.243528
26.016143	0.449474
27.461485	1.771452
28.906826	1.771452
30.352167	1.771452
31.797509	1.771452
33.242850	1.771452
34.688191	0.235105
36.133532	0.248619
37.578874	0.679879
39.024215	0.112169
40.469556	0.534407
41.914898	0.807645
43.360239	0.582332
44.805580	0.244684
46.250922	0.251518
47.696263	0.316012
49.141604	0.201928
50.586945	0.000000
52.032287	0.072878
53.477628	0.103518
54.922969	0.321506
56.368311	0.276298
57.813652	0.253845
59.258993	0.117757
60.704335	0.180690
62.149676	0.216410
63.595017	0.254867
65.040358	0.271174
