0.000000	0.428064
1.564300	0.391095
3.128600	0.448898
4.692900	0.421118
6.257200	0.452416
7.821500	0.427741
9.385800	0.313008
10.950100	0.460726
12.514401	0.452051
14.078701	0.609723
15.643001	0.381093
17.207301	0.469967
18.771601	0.470430
20.335901	0.453979
21.900201	0.024792
23.464501	0.936586
25.028801	0.109157
26.593101	0.718773
28.157401	1.419916
29.721701	0.679701
31.286001	0.957374
32.850301	2.994499
34.414602	2.994499
35.978902	2.994499
37.543202	2.994499
39.107502	2.994499
40.671802	0.942226
42.236102	0.659112
43.800402	1.406955
45.364702	0.705246
46.929002	0.094022
48.493302	0.917869
50.057602	0.000000
51.621902	0.430767
53.186202	0.447578
54.750502	0.450128
56.314802	0.661382
57.879103	0.597650
59.443403	0.440066
61.007703	0.443150
62.572003	0.297400
64.136303	0.416119
65.700603	0.445230
67.264903	0.418247
68.829203	0.436296
70.393503	0.379306
71.957803	0.414023
73.522103	0.428912
75.086403	0.476232
76.650703	0.390746
