0.000000	1.804613
1.443543	1.781156
2.887085	2.149877
4.330628	2.104374
5.774170	2.556910
7.217713	2.144666
8.661256	1.665484
10.104798	1.823838
11.548341	1.546170
12.991883	1.646860
14.435426	1.609914
15.878969	1.857505
17.322511	1.438851
18.766054	1.828749
20.209596	1.644985
21.653139	1.841569
23.096682	2.843267
24.540224	2.334600
25.983767	3.511441
27.427309	0.000000
28.870852	3.511441
30.314395	2.331123
31.757937	2.826167
33.201480	1.840850
34.645022	1.520922
36.088565	1.827000
37.532108	1.439088
38.975650	1.848979
40.419193	1.606164
41.862735	1.804219
43.306278	1.540827
44.749821	1.813503
46.193363	1.655689
47.636906	2.282476
49.080448	2.545925
50.523991	2.666998
51.967533	2.140008
53.411076	2.122408
54.854619	1.798375
56.298161	1.745520
57.741704	1.738558
59.185246	1.740752
