0.000000	0.209450
1.437529	0.195831
2.875057	0.669986
4.312586	0.812091
5.750114	0.496319
7.187643	0.372307
8.625171	0.265243
10.062700	0.431992
11.500228	0.290484
12.937757	0.285100
14.375285	0.060716
15.812814	0.277520
17.250342	0.053718
18.687871	0.664014
20.125399	0.193284
21.562928	0.001921
23.000456	0.869998
24.437985	1.630726
25.875513	0.114421
27.313042	1.630726
28.750570	1.630726
30.188099	1.630726
31.625627	0.114063
33.063156	1.630726
34.500684	0.870357
35.938213	0.000000
37.375741	0.192484
38.813270	0.662802
40.250798	0.052763
41.688327	0.276696
43.125855	0.325364
44.563384	0.282244
46.000912	0.286919
47.438441	0.428555
48.875969	0.263142
50.313498	0.369819
51.751026	0.492484
53.188555	0.807511
54.626083	0.665939
56.063612	0.192650
57.501140	0.207228
58.938669	0.212945
60.376197	0.256707
