0.000000	0.114969
1.516296	0.084385
3.032592	0.116761
4.548888	0.102890
6.065184	0.074555
7.581480	0.123953
9.097776	0.113062
10.614072	0.095071
12.130368	0.000000
13.646664	0.223992
15.162960	0.192395
16.679256	0.298818
18.195552	0.032323
19.711848	0.237681
21.228144	0.012345
22.744440	0.286410
24.260736	0.264651
25.777032	0.218292
27.293328	0.419293
28.809624	0.199961
30.325920	0.635287
31.842216	0.194835
33.358512	0.125305
34.874807	1.700794
36.391103	1.700794
37.907399	1.700794
39.423695	0.125824
40.939991	0.197900
42.456287	0.636229
43.972583	0.204187
45.488879	0.149678
47.005175	0.219308
48.521471	0.266306
50.037767	0.287460
51.554063	0.016738
53.070359	0.242333
54.586655	0.036968
56.102951	0.300130
57.619247	0.197782
59.135543	0.226549
60.651839	0.004228
62.168135	0.096881
63.684431	0.170281
65.200727	0.128924
66.717023	0.078696
68.233319	0.105232
69.749615	0.116592
71.265911	0.084276
72.782207	0.115607
