0.000000	0.297775
1.446126	0.306798
2.892252	0.216202
4.338378	0.269708
5.784505	0.325330
7.230631	0.267330
8.676757	0.286956
10.122883	0.429413
11.569009	0.172072
13.015135	0.247346
14.461261	0.390984
15.907387	0.376926
17.353514	0.384461
18.799640	0.020864
20.245766	0.208864
21.691892	1.154460
23.138018	1.430803
24.584144	0.987251
26.030270	1.767283
27.476397	2.175141
28.922523	2.607587
30.368649	1.496380
31.814775	2.844167
33.260901	2.844167
34.707027	2.844167
36.153153	2.844167
37.599280	2.844167
39.045406	2.844167
40.491532	2.588470
41.937658	0.338606
43.383784	1.739440
44.829910	1.631624
46.276036	1.411030
47.722162	1.141399
49.168289	0.258525
50.614415	0.007825
52.060541	0.000000
53.506667	0.373480
54.952793	0.420650
56.398919	0.241113
57.845045	0.228093
59.291172	0.416473
60.737298	0.303949
62.183424	0.261313
63.629550	0.313781
65.075676	0.261267
66.521802	0.246764
67.967928	0.296925
